2000,9.5,8.4,10.8
2001,9.5,9.4,10.7
2002,9.5,9.8,10.2
2003,9.6,10,9.7
2004,8.9,10.4,9.7
2005,8.2,10.7,9.6
2006,8.5,11.1,9.2
2007,8.9,11.3,8.9
2008,8.7,11.6,8
2009,8.7,11.1,6.8
2010,8.4,10.7,6.5
2011,8.4,10.4,5.9
2012,8,10.3,6.1
2013,8.1,10.4,6.1
2014,8.2,10.6,6.4
2015,8.7,10.6,6.6
2016,9.3,10.8,6.5
2017,9.4,11.1,6.3
2018,9.5,11.3,6.3
2019,9.6,11.8,6.7
2020,10,12,6
2021,10.3,12.5,5.9
2022,10,13.1,5.7
