2000,120.4
2001,116.7
2002,112.4
2003,113.0
2004,113.7
2005,112.6
2006,115.1
2007,117.3
2008,113.9
2009,101.1
2010,101.6
2011,96.2
2012,92.8
2013,94.9
2014,100.6
2015,104.8
2016,104.3
2017,106.8
2018,109.3
2019,109.3
2020,108.3
2021,114.1
2022,114.9
